University,Department,Name,Position,Link,Email,Research Focus
Georgia Tech,Electrical and Computer Engineering,Damon Williams,Associate Dean for Inclusive Excellence (CoE)Senior Lecturer,https://www.isye.gatech.edu/users/damon-williams,,
Georgia Tech,Electrical and Computer Engineering,Jeff Wu,Coca-Cola Chair in Engineering StatisticsProfessor,https://www.isye.gatech.edu/users/jeff-wu,,Engineering Statistics
Georgia Tech,Electrical and Computer Engineering,Yao Xie,Coca-Cola Foundation ChairProfessor,https://www.isye.gatech.edu/users/yao-xie,,"Statistics, Big Data, Signal/Information Processing"
Georgia Tech,Electrical and Computer Engineering,Weijun Xie,Coca-Cola Foundation Early Career ProfessorAssistant Professor,https://www.isye.gatech.edu/users/weijun-xie,,"Optimization, Logistics & Transportation, Machine Learning"
Georgia Tech,Electrical and Computer Engineering,Lei Xu,Adjunct Assistant Professor,https://www.isye.gatech.edu/users/lei-xu,,
Georgia Tech,Electrical and Computer Engineering,Shihao Yang,Assistant Professor,https://www.isye.gatech.edu/users/shihao-yang,,
Georgia Tech,Electrical and Computer Engineering,Parisa Yousefi Zowj,Lecturer,https://www.isye.gatech.edu/users/parisa-yousefi-zowj,,
Georgia Tech,Electrical and Computer Engineering,Reza Zandehshahvar,Postdoctoral Fellow,https://www.isye.gatech.edu/users/reza-zandehshahvar,,
Georgia Tech,Electrical and Computer Engineering,Chuck Zhang,"Eugene C. Gwaltney, Jr. ChairProfessor",https://www.isye.gatech.edu/users/chuck-zhang,,"Advanced Manufacturing, Composite Structures Manufacturing and Maintenance, Additive Manufacturing, Bio-/Nano-manufacturing"
Georgia Tech,Electrical and Computer Engineering,Tuo Zhao,Assistant Professor,https://www.isye.gatech.edu/users/tuo-zhao,,
Georgia Tech,Electrical and Computer Engineering,Chen Zhou,Associate Chair for Undergraduate StudiesAssociate Professor,https://www.isye.gatech.edu/users/chen-zhou,,"Sustainabile supply chain, Warehousing design and analysis, Manufacturing Systems"
Georgia Tech,Electrical and Computer Engineering,Enlu Zhou,Professor,https://www.isye.gatech.edu/users/enlu-zhou,,"Simulation, Stochastic Optimization, Stochastic Control, Machine Learning"
Georgia Tech,Electrical and Computer Engineering,Juba Ziani,Assistant Professor,https://www.isye.gatech.edu/users/juba-ziani,,"Game Theory, Mechanism Design, Markets for Data, Differential Privacy, Fairness in Machine Learning, Online Learning"
